,Title_Desc
7253,"Zanchuli Disbanded : I would like to say we are doing well, but we are not.De Zanchuli Council is broken. Raal and I are all dat remain who are still loyal to King Rastakhan. You best bring news to your Horde and tell dem what transpired here.Raal and I will rally what support we can and head for de Zocalo.And hero, thank you for saving my life and my loa."
7254,"From the Maw of Madness : Sam is still out there somewhere. We can't just leave him to die!  If he wasn't in the assembly yard, he must be on that ship. You have to find him!"
7255,"Intercepted Orders : Good to see you again, $p.  Mathias and I are discussing what to do with new intel that his SI:7 agents procured for us.  The intercepted letter contains orders from Warchief Sylvanas for an operation the Horde is undertaking at sea.  This could be a rare opportunity, or a distraction. The letter is purposefully light on details, and it's unclear if we should make this a top priority or focus on our other missions.  Do you have a moment to talk through this with Mathias and me?"
7256,"Zalazane Returns : <name>, I have never needed your help as much as I do this day. My home be under attack.  I only just heard myself. Master Gadrin be callin' for aid. Zalazane, an old enemy of da Darkspear, has returned to da Echo Isles and has brought with him an army of da dead.  Zalazane be a traitor who has slain many Darkspear and defiled their souls. Will you come with me to defeat him? We can take da ship dat departs da Port of Zandalar."
7257,"When Spirits Whisper : Ah, <name>! I am pleased the Earthmother guided you here. I have a message for you.  Chieftain Bloodhoof asks that you join him in Thunder Bluff at once.  I will leave it to our leader to explain why you are being summoned. But I will say that Baine has met with the other spiritwalkers and your name was spoken with urgency.  I suggest you hurry."
7258,"Defenders of Daelin's Gate : Daelin's Gate has protected the southern channel for decades. If it falls, the pirate fleet can sail straight into Tiragarde Sound!  The marines at Vigil Hill will need our help. Let's go!"
7259,"Remnants of a Shattered World : The knowledge gained from these visions affords us a unique opportunity to further protect one's mind from corruption. To continue our research, we must investigate the deeper mysteries of these experiences.  Seek out those of power within these visions. Should you come across anything of interest do not hesitate to share your findings.  In the meantime, MOTHER and I shall continue our research here in the chamber.   We await your return, <name>."
7260,"Upheaval : So many lives lost... And the attacks from the naga are relentless!  I apologize, $p. This attitude is unbecoming of a king.  We have no time to lose musing of our own plight.  Let us meet with Jaina and descend from this perilous place into the unknown."
7261,"Big Hunter Mon : In these valleys, the Mon be kepin' beasts alive only to serve as sport. For his entertainment.  The lives of others not be so cheap. Even the smallest creature can cause a whole lotta trouble. The Mon gonna be learnin' to respect that.  I think this be a good time to teach this Big Hunter Mon a lesson, don't you? Be you my faithful messenger?"
7262,"No Problem Too Small : These problems might seem small, but they will eat away at the Horde over time if they remain unaddressed.   We must offer our help.   The vulpera are skilled at solving problems, no matter their size.  I will investigate the outpost. Nisha and Meerah will see to the others.  Meet me in the Twilight Highlands when you're ready."
7263,"Settling In : Whatever Azshara is up to, this *ahem* great new landscape we have found ourself in is terribly inconvenient.   Too many getting too close to our home. We have moved most of the refugees deeper into the cave.  Could you ask Telur to move our calling conch inside?   Grab some of Slen's Elixir and check in with Vim.  Once it is set up, test it out!   I'm off to do a progress check!"
7264,"The Missing Link : <Though burned, portions of the note in the architect's hand remain legible.>  They are... everywhere... disguised...  Encrypted... blueprints...  Cipher...  Pontus... watching me...  <The cipher must be needed to read the ship blueprints. It seems Pontus is the likely holder.>"
7265,
7266,"Into the Heart of Tiragarde : Step one is to establish a more suitable base of operations. A pirate's den will do in a pinch, but I believe the warchief expects better of us.  Let's split up and push farther inland, to the west. Be on the lookout for something defensible and inconspicuous."
7267,"Gonk, Lord of the Pack : You can find Gonk in his lair west of here, in de Garden of the Loa.You should be able to see his totems. Run near dem to improve your speed.I will continue to purge de heretics from dis temple.Mind your manners around de loa, or he may rip your throat out."
7268,
7269,"Cat on a Hot Copper Roof : My parents said we have to go, but I won't leave Scratchy behind!She's so gentle and precious and pure and kind and soft and cuddly! She must be so scared up there on the balcony!Please help her!"
7270,"Glittering Scarab : <A magical trinket found on a tol'vir spellcaster, it appears to augment their casting abilities.  It seems to be very old, but is nearly pristine in form.   The tol'vir of Uldum may know more about the sudden appearance of the Amathet.>"
7271,"Ending the San'layn Threat : Blood Prince Dreven has barricaded himself in the lowest deck of this ship. He's trapped down there.  Don't think that makes this easy for us. A cornered beast is more dangerous than a free one. But, if we have the will and wisdom, he can be slain.  Follow me. I will break the barrier blocking his lair and we will face him together."
7272,The Final Foothold : We have established two critical footholds in Kul Tiras. The time has come to establish the third.  Let's review the battle plan when you're ready.
